36
-19.27300555	-18.23689836	1
-20.10683994	-20.7140554	1
-21.39655338	-22.39787359	1
-19.97145017	-19.91426686	1
-23.34087339	-21.38037083	1
-19.13217247	-18.84566928	1
-19.82585682	-18.7329924	1
-18.61192552	-19.22008199	1
-19.95890172	-16.20412166	1
19.3305714	23.33492193	2
19.0762423	17.90336672	2
17.00387634	21.21477464	2
17.94281764	23.37334184	2
21.54870378	20.21663622	2
19.66853887	17.80555984	2
19.71228386	19.26733922	2
19.93354572	21.34388484	2
19.54494391	18.5934514	2
-18.61757419	18.03660807	3
-19.90879314	19.78613018	3
-18.55766657	22.90392937	3
-20.08589261	21.55037294	3
-18.09338358	21.34348423	3
-18.49581874	19.80004113	3
-17.85465166	19.45818898	3
-19.0546829	20.94609801	3
-22.06836506	22.72941251	3
22.37361638	-21.61524894	4
19.79803457	-17.74032404	4
20.16098886	-19.99406443	4
21.36613066	-17.76188331	4
19.52437187	-21.90838825	4
20.2739683	-21.13123122	4
19.27692412	-20.23037907	4
19.85074786	-21.48035847	4
21.01398756	-19.37714878	4
